placekey,sg_c__parent_placekey,sg_c__location_name,sg_c__safegraph_brand_ids,sg_c__brands,sg_c__top_category,sg_c__sub_category,sg_c__naics_code,sg_c__latitude,sg_c__longitude,sg_c__street_address,sg_c__city,sg_c__region,sg_c__postal_code,sg_c__iso_country_code,sg_c__phone_number,sg_c__open_hours,sg_c__category_tags,sg_c__opened_on,sg_c__closed_on,sg_c__tracking_closed_since,sg_c__geometry_type
222-222@5pj-8dp-ks5,,Gipe Auto Color,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310,37.085674,-88.662088,141 County Park Rd,Paducah,KY,42001,US,12704438700,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pj-8dq-jjv,,Check 'n Go,SG_BRAND_55261a749d933e87bc4fce63819bed25,Check 'n Go,Nondepository Credit Intermediation,Consumer Lending,522291,37.083288,-88.649786,3200 Park Ave,Paducah,KY,42001,US,12704449334,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pj-8f2-73q,,Riverview Mansion,,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,37.147989,-88.733143,205 Metropolis St,Metropolis,IL,62960,US,16185245328,"{ ""Mon"": [[""8:30"", ""18:00""]], ""Tue"": [[""8:30"", ""18:00""]], ""Wed"": [[""8:30"", ""18:00""]], ""Thu"": [[""8:30"", ""18:00""]], ""Fri"": [[""8:30"", ""18:00""]], ""Sat"": [[""8:30"", ""18:00""]], ""Sun"": [[""8:30"", ""18:00""]] }",,,,7/1/19,POLYGON
222-222@5pj-8f9-7dv,,Fort Massac State Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,37.144516,-88.70914,1308 E 5th St,Metropolis,IL,62960,US,16185244712,,,,,7/1/19,POLYGON
222-222@5pj-9dz-9pv,,Shawnee High School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,37.487771,-89.424852,3365 N State Route 3,Wolf Lake,IL,62998,US,,,,,,7/1/19,POLYGON
222-222@5pj-bnj-j5f,,Vienna Police Department Vienna Illinois,,,"Justice, Public Order, and Safety Activities",Police Protection,922120,37.416066,-88.896226,205 N 4th St,Vienna,IL,62995,US,16186587004,,,,,7/1/19,POLYGON
222-222@5pj-cfj-zj9,,South Main St Smokehouse,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,37.732164,-88.54068,425 S Main St,Harrisburg,IL,62946,US,16184999062,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""18:00""]], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""18:00""]], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [[""11:00"", ""18:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",BBQ and Southern Food,,,7/1/19,POLYGON
222-222@5pj-fd6-wzf,,Lincare,SG_BRAND_dedfe1286c7b77b0170c1abccae29bb3,Lincare,Other Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services,621999,37.746564,-89.024232,204 Rushing Dr,Herrin,IL,62948,US,16189933020,,,,,12/9/20,POLYGON
222-222@5pj-fhr-6ff,,Lake Cove Hotel,,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,38.077725,-88.910705,13277 Freeway Ln,Benton,IL,62897,US,,,,,,7/1/19,POLYGON
222-222@5pj-n2q-wzf,,Integrity Restoration Home Remodeling,,,Home Furnishings Stores,All Other Home Furnishings Stores,442299,38.314874,-90.587321,5965 N Lakeshore Dr,Hillsboro,MO,63050,US,13143984572,,,,,7/1/19,POLYGON
222-222@5pj-ndb-6tv,,Trinita Farms,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990,38.54634,-90.785698,1289 Fiddle Creek Rd,Labadie,MO,63055,US,13146505062,"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""20:00""]], ""Sat"": [[""7:00"", ""20:00""]], ""Sun"": [[""7:00"", ""20:00""]] }",,,,7/1/19,POLYGON
222-222@5pj-pz2-n89,,Five Loaves,,,Health and Personal Care Stores,Food (Health) Supplement Stores,446191,38.216791,-91.165134,12 Community Plz,Sullivan,MO,63080,US,15738605595,,,,,7/1/19,POLYGON
222-222@5pj-sxs-5vf,zzw-223@5pj-sxs-5vf,LOVES TRUCK CARE 313,SG_BRAND_4bc53bddaed9ceb9,International Trucks,Automobile Dealers,New Car Dealers,441110,36.75823,-89.54132,100 Love Industrial Dr,Matthews,MO,63867,US,,,,,,7/17/20,POLYGON
222-222@5pj-t3h-kxq,,Advanced Plumbing & Septic Service,,,Remediation and Other Waste Management Services,Septic Tank and Related Services,562991,36.883094,-89.949698,18695 Hannel Ln,Bloomfield,MO,63825,US,15735682944,,,,,7/1/19,POLYGON
222-222@5pj-z3j-gtv,,Murphy USA,SG_BRAND_00ae747ff5ad20e83df439ab616ecc35,Murphy USA,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,37.559298,-90.32149,1021 Walton Dr,Fredericktown,MO,63645,US,15737831975,"{ ""Mon"": [[""4:30"", ""22:00""]], ""Tue"": [[""4:30"", ""22:00""]], ""Wed"": [[""4:30"", ""22:00""]], ""Thu"": [[""4:30"", ""22:00""]], ""Fri"": [[""4:30"", ""22:30""]], ""Sat"": [[""5:30"", ""22:30""]], ""Sun"": [[""5:30"", ""22:00""]] }",,,,7/1/19,POLYGON
222-222@5pk-3sq-66k,,Church of Christ,,,Religious Organizations,Religious Organizations,813110,38.901763,-89.370036,1416 Il Route 140,Greenville,IL,62246,US,16186641288,,,,,7/1/19,POLYGON
222-222@5pk-5yy-73q,,Curt's 24 Hour Towing,,,Support Activities for Road Transportation,Motor Vehicle Towing,488410,39.174586,-89.672216,1420 W Hudson Dr,Litchfield,IL,62056,US,12173242400,,,,,7/1/19,POLYGON
222-222@5pk-6h2-xdv,,Stonington Police Department Stonington Illinois,,,"Justice, Public Order, and Safety Activities",Police Protection,922120,39.63943,-89.190172,416 N Main St,Stonington,IL,62567,US,12173254221,,,,,7/1/19,POLYGON
222-222@5pk-8gm-t9z,,Montvale Commons,,,Lessors of Real Estate,Malls,531120,39.768735,-89.688936,2801 Chatham Rd,Springfield,IL,62704,US,,,,,,7/1/19,POLYGON
222-222@5pk-8h9-7dv,,Huntington Ridge Apartments,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,39.741382,-89.65514,4001 Treviso Dr,Springfield,IL,62703,US,,,,,,7/1/19,POLYGON
222-222@5pk-db4-73q,,Caterpillar,SG_BRAND_b36725e851150ae2a6e85ce2e48d8193,Caterpillar,"Machinery, Equipment, and Supplies Merchant Wholesalers",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,38.625983,-88.963502,1430 W Main St,Salem,IL,62881,US,16185481484,"{ ""Mon"": [], ""Tue"": [[""7:30"", ""17:00""]], ""Wed"": [[""7:30"", ""17:00""]], ""Thu"": [[""7:30"", ""17:00""]], ""Fri"": [[""7:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,10/12/20,POLYGON
222-222@5pk-gbm-dqf,,CVS,SG_BRAND_72f1a850d966375fa159121c7c8b09a1,CVS,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,38.991289,-88.163491,207 W Jourdan St,Newton,IL,62448,US,,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",,,,7/1/19,POLYGON
222-222@5pk-m7c-249,,MILO Architectural Solutions,,,Other Miscellaneous Manufacturing,Sign Manufacturing,339950,39.03913,-90.789161,1025 Highway Y,Foley,MO,63347,US,16366688213,,,,,7/1/19,POLYGON
222-222@5pk-mg2-jy9,,H&R Block,SG_BRAND_c19468cebc69ba51b37529f1fdd814f7,H&R Block,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,38.978581,-90.968272,208 S Lincoln Dr,Troy,MO,63379,US,16365286260,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pk-n5n-vzz,223-228@5pk-n5n-vzz,Wallace Mark MD Facs,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,38.647274,-90.447713,607 S New Ballas Rd Ste 2300,Creve Coeur,MO,63141,US,,,,,,7/1/19,POLYGON
222-222@5pk-n7k-2zf,,Half Moon Village Apartments,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,38.703089,-90.4059,11008 Clear Skies Dr,Saint Louis,MO,63114,US,,,,,,7/1/19,POLYGON
222-222@5pk-n7y-t5f,,Family Advocacy & Community Training,,,Other Schools and Instruction,Sports and Recreation Instruction,611620,38.766814,-90.521522,800 Friedens Rd,Saint Charles,MO,63303,US,16369492425,,,,,7/1/19,POLYGON
222-222@5pk-n8v-cdv,,Fedex Ship Center,SG_BRAND_51f62da8d76022e2,FedEx,Couriers and Express Delivery Services,Couriers and Express Delivery Services,492110,38.608746,-90.334022,3025 S Hanley Rd,Maplewood,MO,63143,US,,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pk-n8z-k75,,The Pasta House,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,38.555163,-90.313027,9012 Gravois Rd,Affton,MO,63123,US,13146381240,"{ ""Mon"": [[""11:00"", ""21:30""]], ""Tue"": [[""11:00"", ""21:30""]], ""Wed"": [[""11:00"", ""21:30""]], ""Thu"": [[""11:00"", ""21:30""]], ""Fri"": [[""11:00"", ""22:30""]], ""Sat"": [[""11:00"", ""22:30""]], ""Sun"": [[""11:00"", ""21:30""]] }",Italian Food,,,7/1/19,POLYGON
222-222@5pk-n9b-skf,,Exterior Building Solutions,,,Building Finishing Contractors,Other Building Finishing Contractors,238390,38.566883,-90.344617,8100 Watson Rd,Marlborough,MO,63119,US,13147297663,,,,,7/1/19,POLYGON
222-222@5pk-nbf-m6k,,Little Fishes Swim School,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,38.618724,-90.3369,155 Hanley Industrial Ct,Brentwood,MO,63144,US,13146477946,"{ ""Mon"": [[""9:00"", ""19:30""]], ""Tue"": [[""9:00"", ""19:30""]], ""Wed"": [[""9:00"", ""19:30""]], ""Thu"": [[""9:00"", ""19:30""]], ""Fri"": [[""9:00"", ""19:30""]], ""Sat"": [[""8:30"", ""16:30""]], ""Sun"": [[""8:30"", ""16:30""]] }",,,,7/1/19,POLYGON
222-222@5pk-nk7-4y9,,Mobil,SG_BRAND_5b0bdabac6b05c2e37cd904ce2c6fadf,Mobil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,38.593656,-90.536967,14807 Manchester Rd,Ballwin,MO,63011,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,7/1/19,POLYGON
222-222@5pk-nrc-g8v,,Nationwide Autobody,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,38.730698,-90.323751,5310 Martin Luther King Blvd,Kinloch,MO,63140,US,13145214400,,,,,7/1/19,POLYGON
222-222@5pk-ns9-n3q,,ABC Supply,SG_BRAND_9da2eb2293f706865ee25e1e3aa53197,ABC Supply,Lumber and Other Construction Materials Merchant Wholesalers,"Roofing, Siding, and Insulation Material Merchant Wholesalers",423330,38.781851,-90.384864,6000 Howdershell Rd,Hazelwood,MO,63042,US,13148958801,"{ ""Mon"": [[""7:00"", ""16:00""]], ""Tue"": [[""7:00"", ""16:00""]], ""Wed"": [[""7:00"", ""16:00""]], ""Thu"": [[""7:00"", ""16:00""]], ""Fri"": [[""7:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,12/13/19,POLYGON
222-222@5pk-nsw-qmk,229-222@5pk-nsw-qmk,Parker Beauty,,,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,38.791823,-90.284932,12908 New Halls Ferry Rd,Florissant,MO,63033,US,13148302597,"{ ""Mon"": [[""9:00"", ""20:30""]], ""Tue"": [[""9:00"", ""20:30""]], ""Wed"": [[""9:00"", ""20:30""]], ""Thu"": [[""9:00"", ""20:30""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""10:00"", ""18:30""]] }",,,,7/1/19,POLYGON
222-222@5pk-ntt-789,,The Jewel Event Center,,,Spectator Sports,Sports Teams and Clubs,711211,38.775921,-90.329929,407 Dunn Rd,Florissant,MO,63031,US,,,,,,7/1/19,POLYGON
222-222@5pk-nx3-xnq,225-222@5pk-nx3-xnq,Cecil Whittaker's Pizzeria,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,38.757145,-90.697035,2968 Highway K,O Fallon,MO,63368,US,16369780001,"{ ""Mon"": [[""10:00"", ""23:00""]], ""Tue"": [[""10:00"", ""23:00""]], ""Wed"": [[""10:00"", ""23:00""]], ""Thu"": [[""10:00"", ""23:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""10:00"", ""24:00""]], ""Sun"": [[""11:00"", ""23:00""]] }","Pizza,BBQ and Southern Food",,,7/1/19,POLYGON
222-222@5pk-nx8-75z,zzw-222@5pk-nx8-789,Chick-fil-A,SG_BRAND_4b56bb21dd2aebd521e2ffff47f524fb,Chick-fil-A,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,38.779064,-90.699174,2106 Highway K,O Fallon,MO,63368,US,16362725346,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,7/1/19,POLYGON
222-222@5pk-qpx-k2k,,Mobil,SG_BRAND_5b0bdabac6b05c2e37cd904ce2c6fadf,Mobil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,38.773793,-90.865055,42 W Highway N,Wentzville,MO,63385,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,7/1/19,POLYGON
222-222@5pk-qrp-3nq,,St Charles City County Library District Corporate Parkway Br,,,Other Information Services,Libraries and Archives,519120,38.800099,-90.818054,1200 Corporate Pkwy,Wentzville,MO,63385,US,16363328280,,,,,7/1/19,POLYGON
222-222@5pk-qsf-d7q,,Heartland Guns and Ammo,,,Miscellaneous Durable Goods Merchant Wholesalers,Sporting and Recreational Goods and Supplies Merchant Wholesalers,423910,38.814128,-90.845092,305 Luetkenhaus Blvd,Wentzville,MO,63385,US,16363323900,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pk-qtd-dsq,,Autumn Hill Nursery & Outdoor Services,,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220,38.816352,-91.166746,915 W Booneslick Rd,Warrenton,MO,63383,US,16364568095,,,,,7/1/19,POLYGON
222-222@5pk-s66-r6k,zzw-222@5pk-s66-j5f,Bellwood Family Dental,,,Offices of Dentists,Offices of Dentists,621210,38.88356,-90.058503,160 S Bellwood Dr,Bethalto,IL,62024,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pk-s6g-3h5,,Church of God,,,Religious Organizations,Religious Organizations,813110,38.89993,-90.029442,800 E Bethalto Dr,Bethalto,IL,62010,US,16183773070,,,,,7/1/19,POLYGON
222-222@5pk-s6p-fs5,,Ted's Motorcycle World,,,Other Motor Vehicle Dealers,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",441228,38.934051,-90.152175,4103 Humbert Rd,Godfrey,IL,62002,US,16183740189,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [[""10:00"", ""16:00""]] }",,,,7/1/19,POLYGON
222-222@5pk-s9w-p7q,,The Loading Dock,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,38.968305,-90.430268,401 E Front St,Grafton,IL,62037,US,16187863494,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Bar or Pub,Late Night,Dive Bar",,,7/1/19,POLYGON
222-222@5pk-scj-kfz,,Country Clean,,,Automotive Repair and Maintenance,Car Washes,811192,39.006314,-90.336258,24754 Franklin St,Dow,IL,62022,US,16183289580,,,,,7/1/19,POLYGON
222-222@5pk-sgz-435,,Today's Beauty Supply,,,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120,38.901181,-90.170561,1415 Central Ave,Alton,IL,62002,US,16184622991,"{ ""Mon"": [[""9:30"", ""20:30""]], ""Tue"": [[""9:30"", ""20:30""]], ""Wed"": [[""9:30"", ""20:30""]], ""Thu"": [[""9:30"", ""20:30""]], ""Fri"": [[""9:30"", ""20:30""]], ""Sat"": [[""9:30"", ""20:30""]], ""Sun"": [[""11:00"", ""17:00""]] }",,,,7/1/19,POLYGON
222-222@5pk-tdy-qxq,,Ledford Crane,,,Waste Treatment and Disposal,Hazardous Waste Treatment and Disposal,562211,39.287994,-91.105966,19913 Pike 308,Bowling Green,MO,63334,US,15734704366,,,,,7/1/19,POLYGON
222-222@5pm-7tw-vvf,222-223@5pm-7tw-vvf,Cato Fashions,SG_BRAND_87c0e9019227fe8598e8a80bf4a9a8de,Cato Fashions,Clothing Stores,Women's Clothing Stores,448120,35.655748,-88.409674,541 W Church St,Lexington,TN,38351,US,17319678851,,,,,7/1/19,POLYGON
222-222@5pm-c3f-3yv,,Harper's Carpet Shop,,,Home Furnishings Stores,Floor Covering Stores,442210,35.534153,-87.502996,1414 Summertown Hwy,Hohenwald,TN,38462,US,19317964945,,,,,7/1/19,POLYGON
222-222@5pm-cb2-bff,,Tommy's Small Engine Repair,,,Personal and Household Goods Repair and Maintenance,Home and Garden Equipment Repair and Maintenance,811411,35.803483,-87.323859,7144 Highway 230,Lyles,TN,37098,US,19317290092,,,,,7/1/19,POLYGON
222-222@5pm-d55-ghq,,New Hope Baptist Church,,,Religious Organizations,Religious Organizations,813110,36.265449,-88.274726,1380 Clifty Rd,Paris,TN,38242,US,17316441088,,,,,7/1/19,POLYGON
222-222@5pm-gm8-f4v,,Caterpillar,SG_BRAND_b36725e851150ae2a6e85ce2e48d8193,Caterpillar,"Machinery, Equipment, and Supplies Merchant Wholesalers",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,423810,34.645102,-86.837713,13870 AL Highway 20,Huntsville,AL,35756,US,,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,1/11/21,,10/12/20,POLYGON
222-222@5pm-gtx-g6k,,Lincare,SG_BRAND_dedfe1286c7b77b0170c1abccae29bb3,Lincare,Other Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services,621999,34.570621,-87.000541,2217 Spring Ave SW,Decatur,AL,35601,US,12563558334,,,,,12/9/20,POLYGON
222-222@5pm-h2d-9j9,,Jack's Family Restaurants,SG_BRAND_8379d083202f6b51942ffa9edd354d2c,Jack's Family Restaurants,Restaurants and Other Eating Places,Full-Service Restaurants,722511,34.664241,-86.752902,3314 Wall Triana Hwy SW,Huntsville,AL,35824,US,12567723867,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""5:00"", ""21:00""]], ""Sun"": [[""6:00"", ""21:00""]] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,7/1/19,POLYGON
222-222@5pm-h86-9xq,,Halsey W L Grocery Company,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,34.692879,-86.740008,401 Lanier Rd,Madison,AL,35758,US,12567729691,,,,,7/1/19,POLYGON
222-222@5pm-hvv-zj9,,Cricket Wireless,SG_BRAND_247184f5fcf8c0afea1291676dc6df8f,Cricket Wireless,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312,34.831695,-87.62929,217 Cox Creek Pkwy,Florence,AL,35630,US,12562847828,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,7/1/19,POLYGON
222-222@5pm-hwn-35z,,Obstetrics & Gynecology Associates Of Northwest Ala,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,34.836797,-87.671628,2407 Helton Dr,Florence,AL,35630,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5pm-kxs-r8v,,First United Methodist Church,,,Religious Organizations,Religious Organizations,813110,35.449918,-86.791196,325 W Church St,Lewisburg,TN,37091,US,19313593919,"{ ""Mon"": [[""8:00"", ""16:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [[""8:00"", ""16:30""]], ""Sun"": [[""8:00"", ""16:30""]] }",,,,7/1/19,POLYGON
222-222@5pm-mkk-v75,,Ryland Mini Storage,,,Consumer Goods Rental,Video Tape and Disc Rental,532282,34.768904,-86.462529,809 Ryland Pike,Huntsville,AL,35811,US,12568511800,,,,,7/1/19,POLYGON
222-222@5pm-mrp-h3q,,Select Medical,SG_BRAND_067d3dc3c5235609,Select Medical,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,34.89189,-86.719347,4466 Jeff Rd,Toney,AL,35773,US,,,,,,6/3/20,POLYGON
222-222@5pm-mt8-649,,Apartments at 3911 Patton Rd,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,34.696329,-86.626896,3911 Patton Rd SW,Huntsville,AL,35805,US,,,,,,7/1/19,POLYGON
222-222@5pm-mt9-xwk,,Shine Time,,,Automotive Repair and Maintenance,Car Washes,811192,34.736011,-86.608099,2707 University Dr NW,Huntsville,AL,35816,US,12569707985,,,,,7/1/19,POLYGON
222-222@5pm-mtd-bc5,,Jack's Family Restaurants,SG_BRAND_8379d083202f6b51942ffa9edd354d2c,Jack's Family Restaurants,Restaurants and Other Eating Places,Full-Service Restaurants,722511,34.737018,-86.62666,1006 Jordan Ln NW,Huntsville,AL,35816,US,12565345040,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""5:00"", ""22:00""]], ""Sun"": [[""6:00"", ""21:00""]] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,7/1/19,POLYGON
222-222@5pm-mtt-gc5,,Mount Zion Baptist Church,,,Religious Organizations,Religious Organizations,813110,34.785739,-86.719109,228 Mount Zion Rd,Huntsville,AL,35806,US,12568372665,,,,,7/1/19,POLYGON
222-222@5pm-mtt-gzf,,Westminster Christian Acad Lower School Campus,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,34.787392,-86.725145,375 Mount Zion Rd,Madison,AL,35757,US,,,,,,7/1/19,POLYGON
222-222@5pm-mv2-s5z,,Marathon,SG_BRAND_faaaac9cb18c500a97c03eec92d6b8fc,Marathon,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,34.708864,-86.707123,7646 Madison Pike,Madison,AL,35758,US,12569715942,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""22:00""]], ""Sun"": [[""6:00"", ""22:00""]] }",,,,7/1/19,POLYGON
222-222@5pm-mv5-bc5,,REI,SG_BRAND_bea0184aac2ef216c834b3e24a88c38e,REI,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,34.738466,-86.666832,1035 Mid City Dr NW,Huntsville,AL,35806,US,12564304424,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""10:00"", ""18:00""]] }",,,,7/1/19,POLYGON
