placekey,sg_c__parent_placekey,sg_c__location_name,sg_c__safegraph_brand_ids,sg_c__brands,sg_c__top_category,sg_c__sub_category,sg_c__naics_code,sg_c__latitude,sg_c__longitude,sg_c__street_address,sg_c__city,sg_c__region,sg_c__postal_code,sg_c__iso_country_code,sg_c__phone_number,sg_c__open_hours,sg_c__category_tags,sg_c__opened_on,sg_c__closed_on,sg_c__tracking_closed_since,sg_c__geometry_type
222-222@3b4-6mw-f2k,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,64.738315,-155.490717,9998 Wildberry Rd,Ruby,AK,99768,US,19074684414,"{ ""Mon"": [[""9:30"", ""13:00""]], ""Tue"": [[""9:30"", ""13:00""]], ""Wed"": [[""9:30"", ""13:00""]], ""Thu"": [[""9:30"", ""13:00""]], ""Fri"": [[""9:30"", ""13:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@3bh-2bh-j35,,Glacier D,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,59.608003,-151.438679,3789 Homer Spit Rd,Homer,AK,99603,US,19072357148,,"Burgers,Fish & Chips,Mexican Food",,,7/1/19,POLYGON
222-222@3bt-br8-6x5,,George M Sullivan Generation Plant 2,,,"Electric Power Generation, Transmission and Distribution",Fossil Fuel Electric Power Generation,221112,61.229868,-149.718253,8700 Starview Dr,Anchorage,AK,99504,US,,,,,,7/1/19,POLYGON
222-222@3bt-by5-jsq,,Koot's,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,61.198135,-149.90468,2435 Spenard Rd,Anchorage,AK,99503,US,,"{ ""Mon"": [[""10:30"", ""24:00""]], ""Tue"": [[""0:00"", ""2:30""], [""10:30"", ""24:00""]], ""Wed"": [[""0:00"", ""2:30""], [""10:30"", ""24:00""]], ""Thu"": [[""0:00"", ""2:30""], [""10:30"", ""24:00""]], ""Fri"": [[""0:00"", ""2:30""], [""10:30"", ""24:00""]], ""Sat"": [[""0:00"", ""3:00""], [""10:30"", ""24:00""]], ""Sun"": [[""0:00"", ""3:00""]] }","Bar or Pub,Late Night",,,7/1/19,POLYGON
222-222@3bt-bzz-59f,,Fairview Elementary,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,61.209837,-149.855258,1327 Nelchina St,Anchorage,AK,99501,US,,,,,,7/1/19,POLYGON
222-222@3bt-bzz-g49,,Fourth Ave Boutique,,,Clothing Stores,Women's Clothing Stores,448120,61.218385,-149.872541,610 E 4th Ave,Anchorage,AK,99501,US,19072774425,"{ ""Mon"": [[""13:30"", ""19:00""]], ""Tue"": [[""13:30"", ""19:00""]], ""Wed"": [[""13:30"", ""19:00""]], ""Thu"": [[""13:30"", ""19:00""]], ""Fri"": [[""13:30"", ""19:00""]], ""Sat"": [[""11:00"", ""18:00""]], ""Sun"": [[""14:00"", ""17:00""]] }",,,,7/1/19,POLYGON
222-222@3bt-gdz-td9,,Adonia,,,Clothing Stores,Women's Clothing Stores,448120,61.328232,-149.56421,17034 N Eagle River Loop Rd,Eagle River,AK,99577,US,19079522973,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""11:00"", ""16:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@3bt-gxc-qmk,,Brett Memorial Ice Arena,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,61.586227,-149.431187,746 E Bogard Rd,Wasilla,AK,99654,US,,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@3f4-s5w-jn5,,Andy's Smoking,,,Other Miscellaneous Store Retailers,Tobacco Stores,453991,64.847503,-147.705198,201 Old Steese Hwy,Fairbanks,AK,99701,US,19073743040,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""14:00"", ""20:00""]] }",,,,7/1/19,POLYGON
222-222@3f4-scs-whq,zzw-222@3f4-scs-x89,Budget Rent A Car,SG_BRAND_33fdab5dc995faeef38615470f3999f7,Budget Rent A Car,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111,64.817248,-147.868699,6450 Airport Way Ste 6,South Van Horn,AK,99709,US,19074740855,"{ ""Mon"": [[""0:00"", ""1:45""], [""6:30"", ""24:00""]], ""Tue"": [[""0:00"", ""1:45""], [""6:30"", ""24:00""]], ""Wed"": [[""0:00"", ""1:45""], [""6:30"", ""24:00""]], ""Thu"": [[""0:00"", ""1:45""], [""6:30"", ""24:00""]], ""Fri"": [[""0:00"", ""1:45""], [""6:30"", ""24:00""]], ""Sat"": [[""0:00"", ""1:45""], [""6:30"", ""24:00""]], ""Sun"": [[""0:00"", ""1:45""], [""6:30"", ""24:00""]] }",,,,3/3/20,POLYGON
222-222@3f5-bcv-vfz,zzy-222@3f5-bcv-pvz,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,65.82341,-144.070177,161 Steese Hwy,Circle,AK,99733,US,19077731220,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@3wy-sss-vcq,,Hidden Lake Elementary,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,48.603154,-112.593956,100 Welch Rd,Cut Bank,MT,59427,US,14063363696,,,,,7/1/19,POLYGON
222-222@3x4-b2s-b6k,,Hennigan's Plumbing,,,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",238220,48.674998,-117.90883,996 Onion Creek Rd,Colville,WA,99114,US,15096846183,,,,,7/1/19,POLYGON
222-222@3x4-pqs-cyv,,Granite Pharmacy Libby,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,48.381572,-115.54772,1401 Minnesota Ave,Libby,MT,59923,US,14062933784,,,,,7/1/19,POLYGON
222-222@3x4-w65-qj9,,Coulee Dam Community Church,,,Religious Organizations,Religious Organizations,813110,47.966477,-118.973421,509 Central Dr,Coulee Dam,WA,99116,US,,,,,,7/1/19,POLYGON
222-222@3x5-3f2-649,224-222@3x5-3f2-649,Jarvis Bradley DDS,,,Offices of Dentists,Offices of Dentists,621210,47.744201,-117.397276,775 E Holland Ave Ste 201,Spokane,WA,99218,US,,,,,,7/1/19,POLYGON
222-222@3x5-3gd-bzf,zzw-222@3x5-3gd-8gk,Banner Bank,SG_BRAND_4d186eeb85f69e,Banner Bank,Depository Credit Intermediation,Commercial Banking,522110,47.718454,-117.410761,6622 N Division St,Spokane,WA,99208,US,15098924622,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@3x5-3gd-kfz,,Inb,,,Depository Credit Intermediation,Commercial Banking,522110,47.715335,-117.420116,518 W Francis Ave,Town and Country,WA,99205,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@3x5-4n5-h3q,,SpringHill Suites by Marriott,SG_BRAND_26cd93ab847fa2cd941ad9e3325cd188,SpringHill Suites by Marriott,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,47.698047,-116.808894,2250 W Seltice Way,Coeur D Alene,ID,83814,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,7/1/19,POLYGON
222-222@3x5-4nq-dsq,,The Wellness Bar,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,47.67559,-116.78094,312 N 4th St,Coeur D Alene,ID,83814,US,12086659098,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [[""8:00"", ""15:00""]], ""Sun"": [[""8:00"", ""15:00""]] }","Smoothie & Juice Bar,Coffee Shop",,,7/1/19,POLYGON
222-222@3x5-4pp-nwk,,Grandstaff Bruce DC,,,Offices of Other Health Practitioners,Offices of Chiropractors,621310,47.759262,-116.794238,579 W Hayden Ave,Hayden,ID,83835,US,,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@3x5-5z2-x3q,,MultiCare,SG_BRAND_faf821654491145e08d946a04db4f3d8,MultiCare,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,47.4975,-117.56424,1727 1st St,Cheney,WA,99004,US,15097555605,"{ ""Mon"": [[""7:00"", ""18:30""]], ""Tue"": [[""7:00"", ""18:30""]], ""Wed"": [[""7:00"", ""18:30""]], ""Thu"": [[""7:00"", ""18:30""]], ""Fri"": [[""7:00"", ""18:30""]], ""Sat"": [], ""Sun"": [] }",,,,5/12/20,POLYGON
222-222@3x5-6gs-kvf,,Spokane Raceway Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,47.658334,-117.559826,102 N Hayford Rd,Spokane,WA,99224,US,15092443663,,,,,7/1/19,POLYGON
222-222@3x5-6nb-ct9,,Apartments at 4323 E 3rd Ave,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,47.654707,-117.345711,4323 E 3rd Ave,Spokane Valley,WA,99212,US,,,,,,7/1/19,POLYGON
222-222@3x5-6nc-p9z,,Ziebart,SG_BRAND_c87a813db9466ff699a7314bb6129b12,Ziebart,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,47.657728,-117.411588,3 W Riverside Ave,Spokane,WA,99201,US,15098380180,"{ ""Mon"": [[""7:30"", ""17:30""]], ""Tue"": [[""7:30"", ""17:30""]], ""Wed"": [[""7:30"", ""17:30""]], ""Thu"": [[""7:30"", ""17:30""]], ""Fri"": [[""7:30"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@3x5-6pd-3yv,,Sears Home Services,SG_BRAND_5c7f85555964e8af,Sears Home Services,Department Stores,Department Stores,452210,47.660468,-117.424122,808 W Spokane Falls Blvd,Spokane,WA,99201,US,15096210265,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""22:00""]], ""Sun"": [[""6:00"", ""22:00""]] }",,,,12/7/19,POLYGON
222-222@3z3-dkf-t35,222-222@3z3-dks-nwk,Temsco Helicopters,,,Travel Arrangement and Reservation Services,Travel Agencies,561510,58.355472,-134.560173,1650 Maplesden Way,Juneau,AK,99801,US,19077899501,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@4vb-g4x-g49,,Coleman Worldwide Moving,,,Specialized Freight Trucking,Used Household and Office Goods Moving,484210,57.126251,-135.380602,5218 Halibut Point Rd,Sitka,AK,99835,US,19077477281,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5nw-5mj-r8v,,Horse Inn Around Ranch,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990,42.864329,-97.121024,31214 454th Ave,Meckling,SD,57069,US,16056600623,,,,,7/1/19,POLYGON
222-222@5nw-7n3-zmk,,Bon Homme Yankton Elec Assn,,,Personal and Household Goods Repair and Maintenance,Appliance Repair and Maintenance,811412,42.950464,-97.65918,214 N Lidice Ave,Tabor,SD,57063,US,16054632507,,,,,7/1/19,POLYGON
222-222@5nw-9n2-t35,,Heritage Place Apartments,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,43.512565,-96.787668,5005 W Heritage Pl,Sioux Falls,SD,57106,US,,,,,,7/1/19,POLYGON
222-222@5nw-9n5-wff,,Roosevelt High School 03,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,43.516437,-96.807794,6600 W 41st St,Sioux Falls,SD,57106,US,16053622860,,,,,7/1/19,POLYGON
222-222@5nw-9n8-qxq,,Great Western Bank,SG_BRAND_396d105f46eef4897ffba873aa8da6b2,Great Western Bank,Depository Credit Intermediation,Commercial Banking,522110,43.529816,-96.788695,5100 W 26th St,Sioux Falls,SD,57106,US,16053706535,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5nw-9p6-brk,,Annabelle Townhomes,,,Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,43.529669,-96.833191,8701 W Annabelle St,Sioux Falls,SD,57106,US,,,,,,7/1/19,POLYGON
222-222@5nw-9ps-jy9,,Crossing,,,Religious Organizations,Religious Organizations,813110,43.551468,-96.72513,196 E 6th St Ste L15,Sioux Falls,SD,57104,US,16052746415,,,,,7/1/19,POLYGON
222-222@5nw-9s6-s89,,Living Word Church,,,Religious Organizations,Religious Organizations,813110,43.473933,-96.75912,7901 S Meredith Ave,Sioux Falls,SD,57108,US,16052747013,,,,,7/1/19,POLYGON
222-222@5nw-bd4-c5z,,Avera Medical Group Obstetrics & Gynecology Mitchell,SG_BRAND_78f9844853c1ef3d,Avera Health,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,43.690659,-98.023778,1900 Grassland Dr,Mitchell,SD,57301,US,16059956350,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",,,,,POLYGON
222-222@5nw-hpq-3yv,,Waste Management,,,Waste Treatment and Disposal,Hazardous Waste Treatment and Disposal,562211,42.503743,-96.387444,1230 Steuben St,Sioux City,IA,51105,US,,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5nw-jf3-4gk,,CrossFit,SG_BRAND_ae6abf1aa02c01cfe560b9315db66b07,CrossFit,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,42.990384,-96.051698,1415 Frankfort Pl SE,Orange City,IA,51041,US,17125414745,,,,,,POLYGON
222-222@5nw-jny-x3q,,Glen's Sport Center,,,Other Motor Vehicle Dealers,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",441228,43.17102,-95.859565,208 16th St,Sheldon,IA,51201,US,17123244387,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""17:30""]], ""Wed"": [[""8:00"", ""17:30""]], ""Thu"": [[""8:00"", ""17:30""]], ""Fri"": [[""8:00"", ""17:30""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5nw-m82-3kf,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,43.08405,-96.787797,1108 W Cedar St,Beresford,SD,57004,US,16057638079,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""9:00"", ""21:00""]] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,,POLYGON
222-222@5nw-szk-bx5,,Brett's Tractor Repair,,,Personal and Household Goods Repair and Maintenance,Home and Garden Equipment Repair and Maintenance,811411,43.391768,-98.785744,27549 370th Ave,Platte,SD,57369,US,16053373240,,,,,7/1/19,POLYGON
222-222@5nw-ynt-3kf,,Victory Road Assembly Of God,,,Religious Organizations,Religious Organizations,813110,42.034818,-97.386752,200 N Victory Rd,Norfolk,NE,68701,US,14023716288,,,,,7/1/19,POLYGON
222-222@5nx-7q6-nqz,,Silver Plains Assisted Living,,,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,6233,44.354219,-97.37026,610 Park Ave S,Lake Preston,SD,57249,US,16058474800,,,,,7/1/19,POLYGON
222-222@5nx-7q7-9zz,,Lake Preston Clinic,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,44.357622,-97.365646,709 4th St SE,Lake Preston,SD,57249,US,16058474484,,,,,7/1/19,POLYGON
222-222@5nx-965-t9z,,Nunda Bar & Grill,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,44.162382,-97.019763,506 Main Ave S,Nunda,SD,57006,US,16055864115,,Late Night,,,7/1/19,POLYGON
222-222@5nx-d3n-h89,,Realty Team,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,44.889887,-97.104926,718 9th Ave SE,Watertown,SD,57201,US,16057538326,,,,,7/1/19,POLYGON
222-222@5nx-d3w-bff,,Yseth Steve R DDS,,,Offices of Dentists,Offices of Dentists,621210,44.921345,-97.106086,415 16th Ave NE,Watertown,SD,57201,US,,,,,,7/1/19,POLYGON
222-222@5nx-khh-k2k,,United States Postal Service (USPS),SG_BRAND_27ee73cd1fb6f5e432852fea401eacce,United States Postal Service (USPS),Postal Service,Postal Service,491110,43.760346,-96.740059,132 St Olaf Ave,Baltic,SD,57003,US,16055295496,"{ ""Mon"": [[""0:01"", ""23:59""]], ""Tue"": [[""0:01"", ""23:59""]], ""Wed"": [[""0:01"", ""23:59""]], ""Thu"": [[""0:01"", ""23:59""]], ""Fri"": [[""0:01"", ""23:59""]], ""Sat"": [[""0:01"", ""23:59""]], ""Sun"": [[""0:01"", ""23:59""]] }",,,,7/1/19,POLYGON
222-222@5nx-n7t-ysq,,Breezy Barn,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,44.12407,-95.654626,52 Tepeeotah Rd,The Lakes,MN,56175,US,15077633631,"{ ""Mon"": [[""5:00"", ""23:00""]], ""Tue"": [[""5:00"", ""23:00""]], ""Wed"": [[""5:00"", ""23:00""]], ""Thu"": [[""5:00"", ""23:00""]], ""Fri"": [[""5:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""11:00"", ""23:00""]] }","Bar or Pub,Late Night",,,7/1/19,POLYGON
222-222@5nx-t2d-djv,,Sinclair Oil,SG_BRAND_a57232142367eb326bf60ca1d7660233,Sinclair Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,43.710255,-98.26551,104 S Earl St,Mount Vernon,SD,57363,US,,,,,,7/1/19,POLYGON
222-222@5nx-x3c-vcq,,Farmers Union Insurance,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,44.344903,-98.229872,1835 Arizona Ave SW,Huron,SD,57350,US,16053522130,,,,,7/1/19,POLYGON
222-222@5ny-jq2-bkz,,Ready Mixed Concrete Co a CRH Company,,,Building Finishing Contractors,Other Building Finishing Contractors,238390,41.234241,-95.411332,321 S Oak St,Carson,IA,51525,US,17124842202,,,,,7/1/19,POLYGON
222-222@5ny-jsh-kj9,,Taste of China,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.260152,-95.850898,30 Pearl St,Council Bluffs,IA,51503,US,17123256118,,Chinese Food,,,7/1/19,POLYGON
222-222@5ny-wqx-rx5,,Hair by Claire,,,Personal Care Services,Beauty Salons,812112,40.763518,-96.635081,5010 S 63rd St,Lincoln,NE,68516,US,14024863197,,,,,7/1/19,POLYGON
222-222@5ny-wqz-3bk,,Red Lobster,SG_BRAND_555bc88c634b70fc1811399c472524bc,Red Lobster,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.814001,-96.631141,6540 O St,Lincoln,NE,68510,US,14024668397,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Lunch,American Food,Casual Dining,Seafood,Dinner",,,7/1/19,POLYGON
222-222@5ny-wr2-92k,,Best of Big Red,,,Clothing Stores,Family Clothing Stores,448140,40.79752,-96.625733,6891 A St,Lincoln,NE,68510,US,14022613752,,,,,7/1/19,POLYGON
222-222@5ny-wrh-d35,,Sheridan Child Development Center,,,Child Day Care Services,Child Day Care Services,624410,40.753853,-96.626768,6955 Old Cheney Rd,Lincoln,NE,68516,US,14024235037,,,,,7/1/19,POLYGON
222-222@5ny-wrs-t7q,,Special Ed Yankee Hill Program,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,40.7736,-96.734398,865 W Burnham St,Lincoln,NE,68522,US,14024361927,,,,,7/1/19,POLYGON
222-222@5ny-wsb-rc5,,St Peter's Catholic School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,40.752403,-96.657401,4500 Duxhall Dr,Lincoln,NE,68516,US,,,,,,7/1/19,POLYGON
222-222@5ny-wsz-fmk,,Hillcrest Firethorn,,,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110,40.779068,-96.601945,8601 Firethorn Ln,Lincoln,NE,68520,US,14026826825,,,,,7/1/19,POLYGON
222-222@5ny-wtc-nt9,,Capital City Dialysis,,,Outpatient Care Centers,Kidney Dialysis Centers,621492,40.816036,-96.656539,307 N 46th St,Lincoln,NE,68503,US,14024665123,,,,,7/1/19,POLYGON
222-222@5ny-wtd-jy9,,Blue Moon Fitness,SG_BRAND_4e9b5b14c4c3a624,Blue Moon Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.825975,-96.654331,1241 N 48th St,Lincoln,NE,68504,US,14024674658,"{ ""Mon"": [[""5:00"", ""24:00""]], ""Tue"": [[""5:00"", ""24:00""]], ""Wed"": [[""5:00"", ""24:00""]], ""Thu"": [[""5:00"", ""24:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""7:00"", ""19:00""]], ""Sun"": [[""7:00"", ""19:00""]] }",,,,7/1/19,POLYGON
222-222@5ny-wtj-w6k,,Moxie Mitsubishi,SG_BRAND_f815564f1fb658fbc1d8df4eb059ea77,Mitsubishi Motors,Automobile Dealers,New Car Dealers,441110,40.858407,-96.670301,3330 Superior St,Lincoln,NE,68504,US,14029758925,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5ny-wtk-ty9,,Malco Products,,,Automotive Repair and Maintenance,Car Washes,811192,40.841766,-96.666407,2920 N 38th St,Lincoln,NE,68504,US,14024674237,,,,,7/1/19,POLYGON
222-222@5ny-xw8-yjv,,Super 7 Inn,,,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110,40.372447,-96.180665,402 N 12th St,Tecumseh,NE,68450,US,14023353100,,,,,7/1/19,POLYGON
222-222@5nz-47c-ghq,,Arnold Elementary School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110,40.862326,-96.790393,5000 Mike Scholl St,Lincoln,NE,68524,US,14024361120,,,,,7/1/19,POLYGON
222-222@5nz-49m-jy9,,Phillips 66,SG_BRAND_73ec7f2366612562515e7201b08b9d0b,Phillips 66,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,40.869667,-96.723344,110 W Fletcher Ave,Lincoln,NE,68521,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,7/1/19,POLYGON
222-222@5nz-c4p-3nq,,Countryside Veterinary Clinic,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940,39.780902,-94.77636,5025 Frederick Ave,Saint Joseph,MO,64506,US,18162332005,"{ ""Mon"": [[""8:00"", ""20:30""]], ""Tue"": [[""8:00"", ""20:30""]], ""Wed"": [[""8:00"", ""20:30""]], ""Thu"": [[""8:00"", ""20:30""]], ""Fri"": [[""8:00"", ""17:45""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",,,,7/1/19,POLYGON
222-222@5nz-ncv-yjv,,Miller Martin W DC,,,Offices of Other Health Practitioners,Offices of Chiropractors,621310,42.015615,-94.39671,1312 W Lincoln Way,Jefferson,IA,50129,US,15153864770,,,,,7/1/19,POLYGON
222-222@5nz-sf5-t7q,,Great Western Bank,SG_BRAND_396d105f46eef4897ffba873aa8da6b2,Great Western Bank,Depository Credit Intermediation,Commercial Banking,522110,41.030248,-93.774046,610 W McLane St,Osceola,IA,50213,US,16413424140,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,7/1/19,POLYGON
